id,Context,Message,Insult,Threat,Harassment,IdentityAttack
486,SocialMedia,"अरे, तिम्रो फोटो हेर्दा नै वाक्क लाग्छ, कति कुरूप",1,0,0,0
487,SocialMedia,"साथी, यस्तो बेकार कन्टेन्ट बनाउने तिमी जस्तो नालायक कोही छैन",1,0,0,0
488,SocialMedia,"सुन्, तिम्रो एकाउन्ट पत्ता लगाएर तिमीलाई सिध्याइदिन्छु",0,1,0,0
489,SocialMedia,"वास्तवमा, यो भिडियो नहटाए तिम्रो घर ठेगाना पब्लिक गरिदिन्छु",0,1,0,0
490,SocialMedia,"अरे, फेरि यस्तो पोस्ट गरे तिम्रो परिवारलाई नोक्सान पुर्‍याउँछु",0,1,0,0
491,SocialMedia,"सुन्, कमेन्ट सेक्सनमा दिनहुँ उसलाई ट्याग गरेर होच्याइन्छ",0,0,1,0
492,SocialMedia,"फेरि भन्छु, धेरै फेक एकाउन्टबाट लगातार अपमानजनक म्यासेज पठाइरहन्छन्",0,0,1,0
493,SocialMedia,हरेक पोस्टमा समूह बनाएर उसलाई दिनभरि जिस्क्याउँछन्,0,0,1,0
494,SocialMedia,"सुन्, तिम्रो जातको मान्छेले सामाजिक सञ्जालमा बोल्नै हुँदैन",0,0,0,1
495,SocialMedia,"अरे, तिम्रो छालाको रङको कारण कमेन्टमा लगातार गाली गरिन्छ",0,0,0,1
496,SocialMedia,"सुन्, धर्मको आधारमा तिमीलाई अनलाइनमा लगातार तिरस्कार गरिन्छ",0,0,0,1
497,SocialMedia,तिम्रो लिङ्गको कारण तिमीलाई बेकार भन्दै कमेन्टमा होच्याइयो,1,0,0,1
498,SocialMedia,फेरि पोस्ट गरे एकाउन्टह्याक गरेर सबैलाई जानकारी लिक गर्छु भन्दै धम्क्याए,0,1,1,0
499,SocialMedia,"साथी, दिनहुँ फेक प्रोफाइलबाट धम्की र गाली दुवै पठाइरहन्छन्",0,1,1,0
500,SocialMedia,"फेरि भन्छु, आजको पोस्ट एकदम प्रेरणादायी थियो, धन्यवाद सेयर गर्नुभएकोमा",0,0,0,0
501,PrivateMessage,तिमी त एकदम बेकार र बुद्धिहीन मान्छे रहेछौ,1,0,0,0
502,PrivateMessage,"तिमीसँग कुरा गर्दा नै समय बर्बाद हुन्छ, कति नालायक",1,0,0,0
503,PrivateMessage,तिम्रो सोच्ने तरिका साह्रै मूर्खतापूर्ण छ,1,0,0,0
504,PrivateMessage,यो कुरा कसैलाई नभने तिम्रो फोटो लिक गरिदिन्छु,0,1,0,0
505,PrivateMessage,जवाफ नदिए तिमीलाई ठूलो समस्यामा पार्छु,0,1,0,0
506,PrivateMessage,फेरि ब्लक गरे तिम्रो नम्बर सबैलाई पठाइदिन्छु,0,1,0,0
507,PrivateMessage,दिनको दर्जनौं म्यासेज पठाएर जवाफ नआउँदासम्म पछि लाग्छ,0,0,1,0
508,PrivateMessage,रोक्नु भन्दा पनि लगातार अनावश्यक म्यासेज पठाइरहन्छ,0,0,1,0
509,PrivateMessage,जवाफ नदिँदा पनि हरेक घण्टामा म्यासेज गरिरहन्छ,0,0,1,0
510,PrivateMessage,तिम्रो जातको कारण तिमीसँग कुरा गर्न लाज लाग्छ,0,0,0,1
511,PrivateMessage,तिम्रो धर्मको मान्छेसँग म्यासेज गर्न मन लाग्दैन,0,0,0,1
512,PrivateMessage,तिमी विदेशी भएकोले तिमीसँग कुनै सम्बन्ध राख्दिन,0,0,0,1
513,PrivateMessage,"तिम्रो लिङ्गको कारण तिमीलाई बेकार ठान्छु, बोल्न लायक छैनौ",1,0,0,1
514,PrivateMessage,जवाफ नदिए निजी फोटो सार्वजनिक गर्ने धम्की दिँदै दिनहुँ म्यासेज गर्छ,0,1,1,0
515,PrivateMessage,ब्लक गरे पनि नयाँ नम्बरबाट लगातार धम्की दिँदै म्यासेज गरिरहन्छ,0,1,1,0
516,PrivateMessage,"आज कस्तो छ, धेरै दिन भयो कुरा नभएको",0,0,0,0
517,PrivateMessage,भोलि भेट्ने कार्यक्रम मिलाऔं,0,0,0,0
518,PrivateMessage,तिम्रो सहयोगको लागि धेरै धन्यवाद,0,0,0,0
519,PrivateMessage,"आजको दिन कस्तो बित्यो, सबै ठिक छ?",0,0,0,0
520,PrivateMessage,"पठाएको फाइल प्राप्त भयो, धन्यवाद",0,0,0,0
521,PrivateMessage,"साथी, तिमी त एकदम बेकार र बुद्धिहीन मान्छे रहेछौ",1,0,0,0
522,PrivateMessage,"वास्तवमा, तिमीसँग कुरा गर्दा नै समय बर्बाद हुन्छ, कति नालायक",1,0,0,0
523,PrivateMessage,"फेरि भन्छु, तिम्रो सोच्ने तरिका साह्रै मूर्खतापूर्ण छ",1,0,0,0
524,PrivateMessage,"साथी, यो कुरा कसैलाई नभने तिम्रो फोटो लिक गरिदिन्छु",0,1,0,0
525,PrivateMessage,जवाफ नदिए तिमीलाई ठूलो समस्यामा पार्छु,0,1,0,0
526,PrivateMessage,"अरे, फेरि ब्लक गरे तिम्रो नम्बर सबैलाई पठाइदिन्छु",0,1,0,0
527,PrivateMessage,दिनको दर्जनौं म्यासेज पठाएर जवाफ नआउँदासम्म पछि लाग्छ,0,0,1,0
528,PrivateMessage,"अरे, रोक्नु भन्दा पनि लगातार अनावश्यक म्यासेज पठाइरहन्छ",0,0,1,0
529,PrivateMessage,"सुन्, जवाफ नदिँदा पनि हरेक घण्टामा म्यासेज गरिरहन्छ",0,0,1,0
530,PrivateMessage,तिम्रो जातको कारण तिमीसँग कुरा गर्न लाज लाग्छ,0,0,0,1
531,PrivateMessage,"वास्तवमा, तिम्रो धर्मको मान्छेसँग म्यासेज गर्न मन लाग्दैन",0,0,0,1
532,PrivateMessage,"सुन्, तिमी विदेशी भएकोले तिमीसँग कुनै सम्बन्ध राख्दिन",0,0,0,1
533,PrivateMessage,"तिम्रो लिङ्गको कारण तिमीलाई बेकार ठान्छु, बोल्न लायक छैनौ",1,0,0,1
534,PrivateMessage,"अरे, जवाफ नदिए निजी फोटो सार्वजनिक गर्ने धम्की दिँदै दिनहुँ म्यासेज गर्छ",0,1,1,0
535,PrivateMessage,ब्लक गरे पनि नयाँ नम्बरबाट लगातार धम्की दिँदै म्यासेज गरिरहन्छ,0,1,1,0
536,PrivateMessage,"आज कस्तो छ, धेरै दिन भयो कुरा नभएको",0,0,0,0
537,PrivateMessage,"अरे, भोलि भेट्ने कार्यक्रम मिलाऔं",0,0,0,0
538,PrivateMessage,"सुन्, तिम्रो सहयोगको लागि धेरै धन्यवाद",0,0,0,0
539,PrivateMessage,"साथी, आजको दिन कस्तो बित्यो, सबै ठिक छ?",0,0,0,0
540,PrivateMessage,"फेरि भन्छु, पठाएको फाइल प्राप्त भयो, धन्यवाद",0,0,0,0
541,PrivateMessage,तिमी त एकदम बेकार र बुद्धिहीन मान्छे रहेछौ,1,0,0,0
542,PrivateMessage,"साथी, तिमीसँग कुरा गर्दा नै समय बर्बाद हुन्छ, कति नालायक",1,0,0,0
543,PrivateMessage,"सुन्, तिम्रो सोच्ने तरिका साह्रै मूर्खतापूर्ण छ",1,0,0,0
544,PrivateMessage,"सुन्, यो कुरा कसैलाई नभने तिम्रो फोटो लिक गरिदिन्छु",0,1,0,0
545,PrivateMessage,जवाफ नदिए तिमीलाई ठूलो समस्यामा पार्छु,0,1,0,0
546,PrivateMessage,"वास्तवमा, फेरि ब्लक गरे तिम्रो नम्बर सबैलाई पठाइदिन्छु",0,1,0,0
547,PrivateMessage,दिनको दर्जनौं म्यासेज पठाएर जवाफ नआउँदासम्म पछि लाग्छ,0,0,1,0
548,PrivateMessage,"फेरि भन्छु, रोक्नु भन्दा पनि लगातार अनावश्यक म्यासेज पठाइरहन्छ",0,0,1,0
549,PrivateMessage,"अरे, जवाफ नदिँदा पनि हरेक घण्टामा म्यासेज गरिरहन्छ",0,0,1,0
550,PrivateMessage,"अरे, तिम्रो जातको कारण तिमीसँग कुरा गर्न लाज लाग्छ",0,0,0,1
551,PrivateMessage,"फेरि भन्छु, तिम्रो धर्मको मान्छेसँग म्यासेज गर्न मन लाग्दैन",0,0,0,1
552,PrivateMessage,"फेरि भन्छु, तिमी विदेशी भएकोले तिमीसँग कुनै सम्बन्ध राख्दिन",0,0,0,1
553,PrivateMessage,"तिम्रो लिङ्गको कारण तिमीलाई बेकार ठान्छु, बोल्न लायक छैनौ",1,0,0,1
554,PrivateMessage,जवाफ नदिए निजी फोटो सार्वजनिक गर्ने धम्की दिँदै दिनहुँ म्यासेज गर्छ,0,1,1,0
555,PrivateMessage,"वास्तवमा, ब्लक गरे पनि नयाँ नम्बरबाट लगातार धम्की दिँदै म्यासेज गरिरहन्छ",0,1,1,0
556,PrivateMessage,"आज कस्तो छ, धेरै दिन भयो कुरा नभएको",0,0,0,0
557,PrivateMessage,"अरे, भोलि भेट्ने कार्यक्रम मिलाऔं",0,0,0,0
558,PrivateMessage,"सुन्, तिम्रो सहयोगको लागि धेरै धन्यवाद",0,0,0,0
559,PrivateMessage,"अरे, आजको दिन कस्तो बित्यो, सबै ठिक छ?",0,0,0,0
560,PrivateMessage,"फेरि भन्छु, पठाएको फाइल प्राप्त भयो, धन्यवाद",0,0,0,0
561,PrivateMessage,"सुन्, तिमी त एकदम बेकार र बुद्धिहीन मान्छे रहेछौ",1,0,0,0
562,PrivateMessage,"तिमीसँग कुरा गर्दा नै समय बर्बाद हुन्छ, कति नालायक",1,0,0,0
563,PrivateMessage,"फेरि भन्छु, तिम्रो सोच्ने तरिका साह्रै मूर्खतापूर्ण छ",1,0,0,0
564,PrivateMessage,यो कुरा कसैलाई नभने तिम्रो फोटो लिक गरिदिन्छु,0,1,0,0
565,PrivateMessage,जवाफ नदिए तिमीलाई ठूलो समस्यामा पार्छु,0,1,0,0
566,PrivateMessage,"सुन्, फेरि ब्लक गरे तिम्रो नम्बर सबैलाई पठाइदिन्छु",0,1,0,0
567,PrivateMessage,"वास्तवमा, दिनको दर्जनौं म्यासेज पठाएर जवाफ नआउँदासम्म पछि लाग्छ",0,0,1,0
568,PrivateMessage,"वास्तवमा, रोक्नु भन्दा पनि लगातार अनावश्यक म्यासेज पठाइरहन्छ",0,0,1,0
569,PrivateMessage,जवाफ नदिँदा पनि हरेक घण्टामा म्यासेज गरिरहन्छ,0,0,1,0
570,PrivateMessage,तिम्रो जातको कारण तिमीसँग कुरा गर्न लाज लाग्छ,0,0,0,1
571,PrivateMessage,"वास्तवमा, तिम्रो धर्मको मान्छेसँग म्यासेज गर्न मन लाग्दैन",0,0,0,1
572,PrivateMessage,"वास्तवमा, तिमी विदेशी भएकोले तिमीसँग कुनै सम्बन्ध राख्दिन",0,0,0,1
573,PrivateMessage,"तिम्रो लिङ्गको कारण तिमीलाई बेकार ठान्छु, बोल्न लायक छैनौ",1,0,0,1
574,PrivateMessage,"वास्तवमा, जवाफ नदिए निजी फोटो सार्वजनिक गर्ने धम्की दिँदै दिनहुँ म्यासेज गर्छ",0,1,1,0
575,PrivateMessage,"अरे, ब्लक गरे पनि नयाँ नम्बरबाट लगातार धम्की दिँदै म्यासेज गरिरहन्छ",0,1,1,0
576,PrivateMessage,"वास्तवमा, आज कस्तो छ, धेरै दिन भयो कुरा नभएको",0,0,0,0
577,PrivateMessage,"फेरि भन्छु, भोलि भेट्ने कार्यक्रम मिलाऔं",0,0,0,0
578,PrivateMessage,"सुन्, तिम्रो सहयोगको लागि धेरै धन्यवाद",0,0,0,0
579,PrivateMessage,"आजको दिन कस्तो बित्यो, सबै ठिक छ?",0,0,0,0
580,PrivateMessage,"वास्तवमा, पठाएको फाइल प्राप्त भयो, धन्यवाद",0,0,0,0
581,PrivateMessage,"सुन्, तिमी त एकदम बेकार र बुद्धिहीन मान्छे रहेछौ",1,0,0,0
582,PrivateMessage,"वास्तवमा, तिमीसँग कुरा गर्दा नै समय बर्बाद हुन्छ, कति नालायक",1,0,0,0
583,PrivateMessage,तिम्रो सोच्ने तरिका साह्रै मूर्खतापूर्ण छ,1,0,0,0
584,PrivateMessage,यो कुरा कसैलाई नभने तिम्रो फोटो लिक गरिदिन्छु,0,1,0,0
585,PrivateMessage,"सुन्, जवाफ नदिए तिमीलाई ठूलो समस्यामा पार्छु",0,1,0,0
586,PrivateMessage,फेरि ब्लक गरे तिम्रो नम्बर सबैलाई पठाइदिन्छु,0,1,0,0
587,PrivateMessage,"साथी, दिनको दर्जनौं म्यासेज पठाएर जवाफ नआउँदासम्म पछि लाग्छ",0,0,1,0
588,PrivateMessage,"अरे, रोक्नु भन्दा पनि लगातार अनावश्यक म्यासेज पठाइरहन्छ",0,0,1,0
589,PrivateMessage,जवाफ नदिँदा पनि हरेक घण्टामा म्यासेज गरिरहन्छ,0,0,1,0
590,PrivateMessage,"सुन्, तिम्रो जातको कारण तिमीसँग कुरा गर्न लाज लाग्छ",0,0,0,1
591,PrivateMessage,तिम्रो धर्मको मान्छेसँग म्यासेज गर्न मन लाग्दैन,0,0,0,1
592,PrivateMessage,"साथी, तिमी विदेशी भएकोले तिमीसँग कुनै सम्बन्ध राख्दिन",0,0,0,1
593,PrivateMessage,"फेरि भन्छु, तिम्रो लिङ्गको कारण तिमीलाई बेकार ठान्छु, बोल्न लायक छैनौ",1,0,0,1
594,PrivateMessage,जवाफ नदिए निजी फोटो सार्वजनिक गर्ने धम्की दिँदै दिनहुँ म्यासेज गर्छ,0,1,1,0
595,PrivateMessage,"साथी, ब्लक गरे पनि नयाँ नम्बरबाट लगातार धम्की दिँदै म्यासेज गरिरहन्छ",0,1,1,0
596,PrivateMessage,"वास्तवमा, आज कस्तो छ, धेरै दिन भयो कुरा नभएको",0,0,0,0
597,PrivateMessage,"साथी, भोलि भेट्ने कार्यक्रम मिलाऔं",0,0,0,0
598,PrivateMessage,"सुन्, तिम्रो सहयोगको लागि धेरै धन्यवाद",0,0,0,0
599,PrivateMessage,"सुन्, आजको दिन कस्तो बित्यो, सबै ठिक छ?",0,0,0,0
600,PrivateMessage,"फेरि भन्छु, पठाएको फाइल प्राप्त भयो, धन्यवाद",0,0,0,0
601,Friends,"तँ त सधैं यस्तै बेकार काम गर्छस्, कति अल्छी होस्",1,0,0,0
602,Friends,तेरो जोक्स कहिल्यै नराम्रो हुँदैन भन्ने सोच्छस्? साह्रै फोहोर,1,0,0,0
603,Friends,तँ जस्तो नालायक साथी मैले कहिल्यै पाएको छैन,1,0,0,0
604,Friends,फेरि यस्तो गरे साथीहरूको ग्रुपबाट निकाल्छु र सबैलाई भन्छु,0,1,0,0
605,Friends,मसँग नबोलिकन हिँडे तिम्रो सिक्रेट सबैलाई भनिदिन्छु,0,1,0,0
606,Friends,अब यस्तो व्यवहार गरे हाम्रो मित्रता सधैंको लागि सिध्याइदिन्छु भन्दै धम्क्याए,0,1,0,0
607,Friends,ग्रुपमा हरेक पटक उसैलाई मात्र जिस्क्याइन्छ र होच्याइन्छ,0,0,1,0
608,Friends,पार्टीमा जानाजान उसलाई नबोलाई सबै गए,0,0,1,0
609,Friends,ग्रुप च्याटमा उसको म्यासेजलाई सधैं बेवास्ता गरिन्छ,0,0,1,0
610,Friends,तिम्रो जातको कारण साथीहरूले तिमीलाई ग्रुपबाट हटाए,0,0,0,1
611,Friends,तिम्रो घरको आर्थिक अवस्थाको कारण तिमीलाई साथीहरूले हेप्छन्,0,0,0,1
612,Friends,तिम्रो रूपरङको कारण साथीहरूले उपनाम राखेर जिस्क्याउँछन्,1,0,0,1
613,Friends,तिम्रो लिङ्गको आधारमा खेलमा सामेल गरिँदैन र होच्याइन्छ,0,0,1,1
614,Friends,फेरि हाम्रो कुरा नमाने ग्रुपबाट हटाउने धम्की दिँदै सबैले बेवास्ता गरे,0,1,1,0
615,Friends,साथीहरूले नै अपमानजनक उपनाम राखेर लगातार पछि लाग्छन्,1,0,1,0
616,Friends,आज साथीहरूसँग घुम्न गएको धेरै रमाइलो भयो,0,0,0,0
617,Friends,तिमी जस्तो साथी पाएकोमा म धेरै खुसी छु,0,0,0,0
618,Friends,भोलि सबै साथीहरू भेला भएर पिकनिक जाने योजना छ,0,0,0,0
619,Friends,परीक्षामा राम्रो गरेकोमा धेरै बधाई छ साथी,0,0,0,0
620,Friends,आज तिम्रो जन्मदिनको लागि धेरै धेरै शुभकामना,0,0,0,0
621,Friends,"सुन्, तँ त सधैं यस्तै बेकार काम गर्छस्, कति अल्छी होस्",1,0,0,0
622,Friends,तेरो जोक्स कहिल्यै नराम्रो हुँदैन भन्ने सोच्छस्? साह्रै फोहोर,1,0,0,0
623,Friends,"साथी, तँ जस्तो नालायक साथी मैले कहिल्यै पाएको छैन",1,0,0,0
624,Friends,"सुन्, फेरि यस्तो गरे साथीहरूको ग्रुपबाट निकाल्छु र सबैलाई भन्छु",0,1,0,0
625,Friends,"सुन्, मसँग नबोलिकन हिँडे तिम्रो सिक्रेट सबैलाई भनिदिन्छु",0,1,0,0
626,Friends,"अरे, अब यस्तो व्यवहार गरे हाम्रो मित्रता सधैंको लागि सिध्याइदिन्छु भन्दै धम्क्याए",0,1,0,0
627,Friends,ग्रुपमा हरेक पटक उसैलाई मात्र जिस्क्याइन्छ र होच्याइन्छ,0,0,1,0
628,Friends,"साथी, पार्टीमा जानाजान उसलाई नबोलाई सबै गए",0,0,1,0
629,Friends,"फेरि भन्छु, ग्रुप च्याटमा उसको म्यासेजलाई सधैं बेवास्ता गरिन्छ",0,0,1,0
630,Friends,"सुन्, तिम्रो जातको कारण साथीहरूले तिमीलाई ग्रुपबाट हटाए",0,0,0,1
631,Friends,"फेरि भन्छु, तिम्रो घरको आर्थिक अवस्थाको कारण तिमीलाई साथीहरूले हेप्छन्",0,0,0,1
632,Friends,"अरे, तिम्रो रूपरङको कारण साथीहरूले उपनाम राखेर जिस्क्याउँछन्",1,0,0,1
633,Friends,तिम्रो लिङ्गको आधारमा खेलमा सामेल गरिँदैन र होच्याइन्छ,0,0,1,1
634,Friends,"वास्तवमा, फेरि हाम्रो कुरा नमाने ग्रुपबाट हटाउने धम्की दिँदै सबैले बेवास्ता गरे",0,1,1,0
635,Friends,"सुन्, साथीहरूले नै अपमानजनक उपनाम राखेर लगातार पछि लाग्छन्",1,0,1,0
636,Friends,आज साथीहरूसँग घुम्न गएको धेरै रमाइलो भयो,0,0,0,0
637,Friends,"वास्तवमा, तिमी जस्तो साथी पाएकोमा म धेरै खुसी छु",0,0,0,0
638,Friends,"सुन्, भोलि सबै साथीहरू भेला भएर पिकनिक जाने योजना छ",0,0,0,0
639,Friends,"साथी, परीक्षामा राम्रो गरेकोमा धेरै बधाई छ साथी",0,0,0,0
640,Friends,"साथी, आज तिम्रो जन्मदिनको लागि धेरै धेरै शुभकामना",0,0,0,0
641,Friends,"तँ त सधैं यस्तै बेकार काम गर्छस्, कति अल्छी होस्",1,0,0,0
642,Friends,"साथी, तेरो जोक्स कहिल्यै नराम्रो हुँदैन भन्ने सोच्छस्? साह्रै फोहोर",1,0,0,0
643,Friends,"साथी, तँ जस्तो नालायक साथी मैले कहिल्यै पाएको छैन",1,0,0,0
644,Friends,"साथी, फेरि यस्तो गरे साथीहरूको ग्रुपबाट निकाल्छु र सबैलाई भन्छु",0,1,0,0
645,Friends,"वास्तवमा, मसँग नबोलिकन हिँडे तिम्रो सिक्रेट सबैलाई भनिदिन्छु",0,1,0,0
646,Friends,"साथी, अब यस्तो व्यवहार गरे हाम्रो मित्रता सधैंको लागि सिध्याइदिन्छु भन्दै धम्क्याए",0,1,0,0
647,Friends,ग्रुपमा हरेक पटक उसैलाई मात्र जिस्क्याइन्छ र होच्याइन्छ,0,0,1,0
648,Friends,"सुन्, पार्टीमा जानाजान उसलाई नबोलाई सबै गए",0,0,1,0
649,Friends,"फेरि भन्छु, ग्रुप च्याटमा उसको म्यासेजलाई सधैं बेवास्ता गरिन्छ",0,0,1,0
650,Friends,"अरे, तिम्रो जातको कारण साथीहरूले तिमीलाई ग्रुपबाट हटाए",0,0,0,1
651,Friends,"साथी, तिम्रो घरको आर्थिक अवस्थाको कारण तिमीलाई साथीहरूले हेप्छन्",0,0,0,1
652,Friends,तिम्रो रूपरङको कारण साथीहरूले उपनाम राखेर जिस्क्याउँछन्,1,0,0,1
653,Friends,तिम्रो लिङ्गको आधारमा खेलमा सामेल गरिँदैन र होच्याइन्छ,0,0,1,1
654,Friends,फेरि हाम्रो कुरा नमाने ग्रुपबाट हटाउने धम्की दिँदै सबैले बेवास्ता गरे,0,1,1,0
655,Friends,"साथी, साथीहरूले नै अपमानजनक उपनाम राखेर लगातार पछि लाग्छन्",1,0,1,0
656,Friends,"सुन्, आज साथीहरूसँग घुम्न गएको धेरै रमाइलो भयो",0,0,0,0
657,Friends,"अरे, तिमी जस्तो साथी पाएकोमा म धेरै खुसी छु",0,0,0,0
658,Friends,भोलि सबै साथीहरू भेला भएर पिकनिक जाने योजना छ,0,0,0,0
659,Friends,"अरे, परीक्षामा राम्रो गरेकोमा धेरै बधाई छ साथी",0,0,0,0
660,Friends,"अरे, आज तिम्रो जन्मदिनको लागि धेरै धेरै शुभकामना",0,0,0,0
661,Friends,"तँ त सधैं यस्तै बेकार काम गर्छस्, कति अल्छी होस्",1,0,0,0
662,Friends,"साथी, तेरो जोक्स कहिल्यै नराम्रो हुँदैन भन्ने सोच्छस्? साह्रै फोहोर",1,0,0,0
663,Friends,"वास्तवमा, तँ जस्तो नालायक साथी मैले कहिल्यै पाएको छैन",1,0,0,0
664,Friends,"फेरि भन्छु, फेरि यस्तो गरे साथीहरूको ग्रुपबाट निकाल्छु र सबैलाई भन्छु",0,1,0,0
665,Friends,"अरे, मसँग नबोलिकन हिँडे तिम्रो सिक्रेट सबैलाई भनिदिन्छु",0,1,0,0
666,Friends,"अरे, अब यस्तो व्यवहार गरे हाम्रो मित्रता सधैंको लागि सिध्याइदिन्छु भन्दै धम्क्याए",0,1,0,0
667,Friends,"वास्तवमा, ग्रुपमा हरेक पटक उसैलाई मात्र जिस्क्याइन्छ र होच्याइन्छ",0,0,1,0
668,Friends,"वास्तवमा, पार्टीमा जानाजान उसलाई नबोलाई सबै गए",0,0,1,0
669,Friends,"वास्तवमा, ग्रुप च्याटमा उसको म्यासेजलाई सधैं बेवास्ता गरिन्छ",0,0,1,0
670,Friends,तिम्रो जातको कारण साथीहरूले तिमीलाई ग्रुपबाट हटाए,0,0,0,1
671,Friends,"सुन्, तिम्रो घरको आर्थिक अवस्थाको कारण तिमीलाई साथीहरूले हेप्छन्",0,0,0,1
672,Friends,"फेरि भन्छु, तिम्रो रूपरङको कारण साथीहरूले उपनाम राखेर जिस्क्याउँछन्",1,0,0,1
673,Friends,"फेरि भन्छु, तिम्रो लिङ्गको आधारमा खेलमा सामेल गरिँदैन र होच्याइन्छ",0,0,1,1
674,Friends,"फेरि भन्छु, फेरि हाम्रो कुरा नमाने ग्रुपबाट हटाउने धम्की दिँदै सबैले बेवास्ता गरे",0,1,1,0
675,Friends,"वास्तवमा, साथीहरूले नै अपमानजनक उपनाम राखेर लगातार पछि लाग्छन्",1,0,1,0
676,Friends,"फेरि भन्छु, आज साथीहरूसँग घुम्न गएको धेरै रमाइलो भयो",0,0,0,0
677,Friends,"अरे, तिमी जस्तो साथी पाएकोमा म धेरै खुसी छु",0,0,0,0
678,Friends,"सुन्, भोलि सबै साथीहरू भेला भएर पिकनिक जाने योजना छ",0,0,0,0
679,Friends,"सुन्, परीक्षामा राम्रो गरेकोमा धेरै बधाई छ साथी",0,0,0,0
680,Friends,"सुन्, आज तिम्रो जन्मदिनको लागि धेरै धेरै शुभकामना",0,0,0,0
681,Friends,"सुन्, तँ त सधैं यस्तै बेकार काम गर्छस्, कति अल्छी होस्",1,0,0,0
682,Friends,तेरो जोक्स कहिल्यै नराम्रो हुँदैन भन्ने सोच्छस्? साह्रै फोहोर,1,0,0,0
683,Friends,"सुन्, तँ जस्तो नालायक साथी मैले कहिल्यै पाएको छैन",1,0,0,0
684,Friends,"वास्तवमा, फेरि यस्तो गरे साथीहरूको ग्रुपबाट निकाल्छु र सबैलाई भन्छु",0,1,0,0
685,Friends,"सुन्, मसँग नबोलिकन हिँडे तिम्रो सिक्रेट सबैलाई भनिदिन्छु",0,1,0,0
686,Friends,अब यस्तो व्यवहार गरे हाम्रो मित्रता सधैंको लागि सिध्याइदिन्छु भन्दै धम्क्याए,0,1,0,0
687,Friends,"साथी, ग्रुपमा हरेक पटक उसैलाई मात्र जिस्क्याइन्छ र होच्याइन्छ",0,0,1,0
688,Friends,पार्टीमा जानाजान उसलाई नबोलाई सबै गए,0,0,1,0
689,Friends,"साथी, ग्रुप च्याटमा उसको म्यासेजलाई सधैं बेवास्ता गरिन्छ",0,0,1,0
690,Friends,"सुन्, तिम्रो जातको कारण साथीहरूले तिमीलाई ग्रुपबाट हटाए",0,0,0,1
691,Friends,"साथी, तिम्रो घरको आर्थिक अवस्थाको कारण तिमीलाई साथीहरूले हेप्छन्",0,0,0,1
692,Friends,तिम्रो रूपरङको कारण साथीहरूले उपनाम राखेर जिस्क्याउँछन्,1,0,0,1
693,Friends,तिम्रो लिङ्गको आधारमा खेलमा सामेल गरिँदैन र होच्याइन्छ,0,0,1,1
694,Friends,"अरे, फेरि हाम्रो कुरा नमाने ग्रुपबाट हटाउने धम्की दिँदै सबैले बेवास्ता गरे",0,1,1,0
695,Friends,साथीहरूले नै अपमानजनक उपनाम राखेर लगातार पछि लाग्छन्,1,0,1,0
696,Friends,आज साथीहरूसँग घुम्न गएको धेरै रमाइलो भयो,0,0,0,0
697,Friends,तिमी जस्तो साथी पाएकोमा म धेरै खुसी छु,0,0,0,0
698,Friends,"अरे, भोलि सबै साथीहरू भेला भएर पिकनिक जाने योजना छ",0,0,0,0
699,Friends,"साथी, परीक्षामा राम्रो गरेकोमा धेरै बधाई छ साथी",0,0,0,0
700,Friends,"अरे, आज तिम्रो जन्मदिनको लागि धेरै धेरै शुभकामना",0,0,0,0
701,Spouse,तिमी त एकदम नालायक र बेकार जीवनसाथी होस्,1,0,0,0
702,Spouse,"तिमीले कुनै काम राम्रोसँग गर्न सक्दैनौ, कति अल्छी मान्छे",1,0,0,0
703,Spouse,तिमी जस्तो बुद्धिहीन मान्छेसँग विवाह गरेकोमा पछुतो लाग्छ,1,0,0,0
704,Spouse,"मेरो कुरा नमाने घरबाट निकालिदिन्छु, याद राख्",0,1,0,0
705,Spouse,फेरि यस्तो गरे तिमीलाई र तिम्रो परिवारलाई नोक्सान पुर्‍याउँछु,0,1,0,0
706,Spouse,सम्पत्तिबाट बेदखल गरिदिन्छु भने पनि यस्तै गर्छौ भने,0,1,0,0
707,Spouse,दिनहुँ सानो कुरामा पनि हप्काउँदै आफ्नो निर्णय थोपर्छ,0,0,1,0
708,Spouse,परिवारका सदस्यहरूसँग बोल्न नदिई सधैं एक्लै राख्छ,0,0,1,0
709,Spouse,मोबाइल जाँच्दै हरेक कुरामा शंका गरेर लगातार सोधपुछ गर्छ,0,0,1,0
710,Spouse,छोरी भएकै कारण तिमीलाई घरमा महत्व दिइँदैन,0,0,0,1
711,Spouse,तिम्रो परिवारको आर्थिक अवस्थाको कारण तिमीलाई होच्याइन्छ,0,0,0,1
712,Spouse,तिम्रो जातको कारण मेरो परिवारले तिमीलाई कहिल्यै स्वीकार गर्दैन,0,0,0,1
713,Spouse,कमाउन नसक्ने भएकै कारण तिमीलाई बोझ र नालायक भनिन्छ,1,0,0,1
714,Spouse,फेरि माइत जाने कुरा गरे सम्पत्तिबाट बेदखल गर्ने धम्की दिँदै सधैं नियन्त्रण गर्छ,0,1,1,0
715,Spouse,हरेक निर्णयमा अपमानित गर्दै घरबाट निकाल्ने धम्की दिइरहन्छ,1,1,0,0
716,Spouse,"आज खाना धेरै मीठो बनाएकी छ्यौ, धन्यवाद",0,0,0,0
